,Unnamed: 0,Unnamed: 0.1,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_Line,Cell_type,Center Name,chip_antibody,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment,aggregate_column
109,109,109,SRR3997400,ChIP-Seq,36,1407377052,PRJNA336352,SAMN05509630,1011861153,HCC1937,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580\, lot GR1902371-1 and GR224370-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998157,GSM2258911,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258911,"HCC1937 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
110,110,110,SRR3997402,ChIP-Seq,36,1669945572,PRJNA336352,SAMN05509628,1191067594,HCC1937,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594\, lot GR201271-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998159,GSM2258913,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258913,"HCC1937 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
111,111,111,SRR3997404,ChIP-Seq,36,1957879656,PRJNA336352,SAMN05509626,1288561067,HCC1937,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998161,GSM2258915,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258915,"HCC1937 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
112,112,112,SRR3997406,ChIP-Seq,36,1119120588,PRJNA336352,SAMN05509624,833378440,HCC1937,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898\, lot GR237138-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998163,GSM2258917,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258917,"HCC1937 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
113,113,113,SRR3997408,ChIP-Seq,36,1277211816,PRJNA336352,SAMN05509622,893499584,HCC1937,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998165,GSM2258919,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258919,"HCC1937 cells\, input",SRP080870,Control,Input
114,114,114,SRR3997410,ChIP-Seq,37,2342045980,PRJNA336352,SAMN05509620,1635541812,76NF2V,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998167,GSM2258921,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258921,"76NF2V cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
115,115,115,SRR3997412,ChIP-Seq,36,3043286496,PRJNA336352,SAMN05509675,2217278434,AU565,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998169,GSM2258923,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258923,"AU565 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
116,116,116,SRR3997414,ChIP-Seq,50,2025575950,PRJNA336352,SAMN05509679,1404690084,AU565,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998171,GSM2258925,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258925,"AU565 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
117,117,117,SRR3997417,ChIP-Seq,37,1881440343,PRJNA336352,SAMN05509676,1326383887,HCC1937,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998174,GSM2258928,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258928,"HCC1937 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
118,118,118,SRR3997418,ChIP-Seq,36,1839429828,PRJNA336352,SAMN05509673,1360079999,HCC1954,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998175,GSM2258929,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258929,"HCC1954 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
119,119,119,SRR3997420,ChIP-Seq,50,2464630800,PRJNA336352,SAMN05509671,1784830311,HCC1954,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998177,GSM2258931,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258931,"HCC1954 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
120,120,120,SRR3997421,ChIP-Seq,37,1722296498,PRJNA336352,SAMN05509670,1198189406,MB231,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998178,GSM2258932,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258932,"MB231 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
121,121,121,SRR3997423,ChIP-Seq,37,1941218505,PRJNA336352,SAMN05509668,1353940592,MB231,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998180,GSM2258934,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258934,"MB231 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
122,122,122,SRR3997425,ChIP-Seq,36,2022746616,PRJNA336352,SAMN05509666,1491983887,MB361,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998182,GSM2258936,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258936,"MB361 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
123,123,123,SRR3997426,ChIP-Seq,50,2874204250,PRJNA336352,SAMN05509665,2028287929,MB361,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998183,GSM2258937,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258937,"MB361 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
124,124,124,SRR3997427,ChIP-Seq,36,1811579184,PRJNA336352,SAMN05509664,1312323272,MB436,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998184,GSM2258938,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258938,"MB436 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
125,125,125,SRR3997429,ChIP-Seq,50,2059700750,PRJNA336352,SAMN05509662,1388716929,MB436,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998186,GSM2258940,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258940,"MB436 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
126,126,126,SRR3997431,ChIP-Seq,36,2456432532,PRJNA336352,SAMN05509660,1810506818,MB468,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998188,GSM2258942,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258942,"MB468 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
127,127,127,SRR3997433,ChIP-Seq,36,2191778424,PRJNA336352,SAMN05509658,1553237137,MCF10A,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998190,GSM2258944,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258944,"MCF10A cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
128,128,128,SRR3997434,ChIP-Seq,36,1868792184,PRJNA336352,SAMN05509657,1331371685,MCF10A,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998191,GSM2258945,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258945,"MCF10A cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
129,129,129,SRR3997436,ChIP-Seq,37,1688739903,PRJNA336352,SAMN05509655,1167559553,MCF7,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998193,GSM2258947,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258947,"MCF7 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
130,130,130,SRR3997438,ChIP-Seq,37,2072758759,PRJNA336352,SAMN05509653,1414481721,MCF7,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998195,GSM2258949,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258949,"MCF7 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
131,131,131,SRR3997440,ChIP-Seq,36,2046145212,PRJNA336352,SAMN05509651,1506628869,SKBR3,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998197,GSM2258951,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258951,"SKBR3 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
132,132,132,SRR3997442,ChIP-Seq,36,1424943360,PRJNA336352,SAMN05509731,1052810779,UACC812,Breast cancer cell line,GEO,"H2BK120ub1 (Millipore\, 05-1312\, lot 2128268)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998199,GSM2258953,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258953,"UACC812 cells\, H2BK120ub1 ChIP",SRP080870,Control,H2BK120ub1
133,133,133,SRR3997444,ChIP-Seq,37,3095206288,PRJNA336352,SAMN05509729,2253172161,UACC812,Breast cancer cell line,GEO,"H4K8ac (Millipore\, 07-328\, lot 2075956)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998201,GSM2258955,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258955,"UACC812 cells\, H4K8ac ChIP",SRP080870,Control,H4K8ac
134,134,134,SRR3997446,ChIP-Seq,36,958102308,PRJNA336352,SAMN05509727,649333223,ZR751,Breast cancer cell line,GEO,"H3K23ac (Millipore\, 07-355\, lot 2137082)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1998203,GSM2258957,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258957,"ZR751 cells\, H3K23ac ChIP",SRP080870,Control,H3K23ac
135,135,135,SRR3997175,ChIP-Seq,36,2467014372,PRJNA336352,SAMN05509478,1725561969,76NF2V,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997931,GSM2258686,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258686,"76NF2V cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
136,136,136,SRR3997176,ChIP-Seq,36,1702907100,PRJNA336352,SAMN05509473,1135246945,76NF2V,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR211895-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997932,GSM2258687,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258687,"76NF2V cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
137,137,137,SRR3997178,ChIP-Seq,36,1523016828,PRJNA336352,SAMN05509471,1098184854,76NF2V,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449\, lot 2506493)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997934,GSM2258689,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258689,"76NF2V cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
138,138,138,SRR3997180,ChIP-Seq,36,1637779716,PRJNA336352,SAMN05509475,1181645936,76NF2V,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050\, lot GR233723-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997936,GSM2258691,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258691,"76NF2V cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
139,139,139,SRR3997182,ChIP-Seq,36,1153352808,PRJNA336352,SAMN05509477,796537248,76NF2V,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895\, GR193882-2)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997938,GSM2258693,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258693,"76NF2V cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
140,140,140,SRR3997183,ChIP-Seq,36,2879854560,PRJNA336352,SAMN05509464,2034015028,76NF2V,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997939,GSM2258694,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258694,"76NF2V cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
141,141,141,SRR3997185,ChIP-Seq,36,2202717204,PRJNA336352,SAMN05509466,1509017097,76NF2V,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997941,GSM2258696,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258696,"76NF2V cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
142,142,142,SRR3997188,ChIP-Seq,36,1449397764,PRJNA336352,SAMN05509468,964568475,76NF2V,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997944,GSM2258699,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258699,"76NF2V cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
143,143,143,SRR3997192,ChIP-Seq,36,1116108792,PRJNA336352,SAMN05509744,865493329,76NF2V,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997948,GSM2258703,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258703,"76NF2V cells\, input",SRP080870,Control,Input
144,144,144,SRR3997194,ChIP-Seq,36,1621641456,PRJNA336352,SAMN05509742,1135914408,MCF10A,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR211895-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997950,GSM2258705,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258705,"MCF10A cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
145,145,145,SRR3997196,ChIP-Seq,36,1092482856,PRJNA336352,SAMN05509740,758897097,MCF10A,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449\, lot 2506493)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997952,GSM2258707,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258707,"MCF10A cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
146,146,146,SRR3997197,ChIP-Seq,36,1892757888,PRJNA336352,SAMN05509739,1278429108,MCF10A,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997953,GSM2258708,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258708,"MCF10A cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
147,147,147,SRR3997199,ChIP-Seq,36,2470314816,PRJNA336352,SAMN05509737,1723893834,MCF10A,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997955,GSM2258710,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258710,"MCF10A cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
148,148,148,SRR3997200,ChIP-Seq,36,1242110376,PRJNA336352,SAMN05509736,858045722,MCF10A,Breast cancer cell line,GEO,"H3K4me1 (Abcam\, ab8895\, GR193882-2)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997956,GSM2258711,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258711,"MCF10A cells\, H3K4me1 ChIP",SRP080870,Control,H3K4me1
149,149,149,SRR3997202,ChIP-Seq,36,1394997480,PRJNA336352,SAMN05509734,967061220,MCF10A,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580\, lot GR1902371-1 and GR224370-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997958,GSM2258713,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258713,"MCF10A cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
150,150,150,SRR3997204,ChIP-Seq,36,1501901460,PRJNA336352,SAMN05509648,1075657365,MCF10A,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594\, lot GR201271-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997960,GSM2258715,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258715,"MCF10A cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
151,151,151,SRR3997206,ChIP-Seq,36,1391483484,PRJNA336352,SAMN05509650,978121460,MCF10A,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997962,GSM2258717,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258717,"MCF10A cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
152,152,152,SRR3997207,ChIP-Seq,36,1865722788,PRJNA336352,SAMN05509681,1353302134,MCF10A,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997963,GSM2258718,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258718,"MCF10A cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
153,153,153,SRR3997209,ChIP-Seq,36,2959618716,PRJNA336352,SAMN05509683,2049638472,MCF10A,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997965,GSM2258720,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258720,"MCF10A cells\, input",SRP080870,Control,Input
154,154,154,SRR3997211,ChIP-Seq,36,2415222504,PRJNA336352,SAMN05509499,1757056598,MCF7,Breast cancer cell line,GEO,"H3K27ac (Abcam\, ab4729\, lot GR150367-3)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997967,GSM2258722,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258722,"MCF7 cells\, H3K27ac ChIP",SRP080870,Control,H3K27ac
155,155,155,SRR3997214,ChIP-Seq,36,1323665928,PRJNA336352,SAMN05509496,941455423,MCF7,Breast cancer cell line,GEO,"H3K27me3 (Millipore\, 07-449\, lot 2506493)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997970,GSM2258725,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258725,"MCF7 cells\, H3K27me3 ChIP",SRP080870,Control,H3K27me3
156,156,156,SRR3997216,ChIP-Seq,36,1245637296,PRJNA336352,SAMN05509494,860418362,MCF7,Breast cancer cell line,GEO,"H3K36me3 (Abcam\, ab9050\, lot GR233723-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997972,GSM2258727,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258727,"MCF7 cells\, H3K36me3 ChIP",SRP080870,Control,H3K36me3
157,157,157,SRR3997219,ChIP-Seq,36,2768874084,PRJNA336352,SAMN05509491,2024224471,MCF7,Breast cancer cell line,GEO,"H3K4me3 (Abcam\, ab8580)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997975,GSM2258730,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258730,"MCF7 cells\, H3K4me3 ChIP",SRP080870,Control,H3K4me3
158,158,158,SRR3997221,ChIP-Seq,36,2009870784,PRJNA336352,SAMN05509489,1456788311,MCF7,Breast cancer cell line,GEO,"H3K79me2 (Abcam\, ab3594)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997977,GSM2258732,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258732,"MCF7 cells\, H3K79me2 ChIP",SRP080870,Control,H3K79me2
159,159,159,SRR3997223,ChIP-Seq,36,1670151852,PRJNA336352,SAMN05509487,1195745425,MCF7,Breast cancer cell line,GEO,"H3K9ac (Millipore\, 07-352\, lot 2090152)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997979,GSM2258734,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258734,"MCF7 cells\, H3K9ac ChIP",SRP080870,Control,H3K9ac
160,160,160,SRR3997225,ChIP-Seq,36,2775700332,PRJNA336352,SAMN05509485,2003455430,MCF7,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997981,GSM2258736,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258736,"MCF7 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
161,161,161,SRR3997226,ChIP-Seq,36,1065226860,PRJNA336352,SAMN05509484,767959979,MCF7,Breast cancer cell line,GEO,"H3K9me3 (Abcam\, ab8898\, lot GR237138-1)",public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997982,GSM2258737,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258737,"MCF7 cells\, H3K9me3 ChIP",SRP080870,Control,H3K9me3
162,162,162,SRR3997228,ChIP-Seq,36,1125223956,PRJNA336352,SAMN05509482,807119810,MCF7,Breast cancer cell line,GEO,none,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1997984,GSM2258739,Illumina HiSeq 2000,SINGLE,ChIP,GENOMIC,Homo sapiens,ILLUMINA,2017-12-15T00:00:00Z,GSM2258739,"MCF7 cells\, input",SRP080870,Control,Input
